Total_area_contour,Total_perimeter_contour,area_hull,area_total,particles,perimeter_hull,perimeter_total,radius_circle,stickness
25487,5.656854153,40247,21187.5,62000,764.753713,3596.06251,142.9793396,0.038
25919.5,5.656854153,41015,21556,63000,769.9527504,3650.731556,143.8114471,0.038
26353,5.656854153,42017,21926.5,64000,778.6645031,3722.856447,145.3840942,0.038
26764,5.656854153,42294,22257,65000,782.8215531,3746.755942,146.7592621,0.038
27063,5.656854153,43245.5,22544,66000,789.0402894,3830.839202,148.1394043,0.038
27832.5,9.071067691,43846,23071,67000,794.278728,3809.525494,149.4072723,0.038
28215,5.656854153,44521,23388,68000,800.9217846,3891.407743,150.5200348,0.038
28559.5,5.656854153,45248,23708.5,69000,807.3581672,3956.218926,152.3820343,0.038
2521.5,5.656854153,3138.5,2198,7000,204.2402213,533.2102387,35.0371933,0.038
18993.5,5.656854153,28601.5,17039.5,70000,655.3800439,2529.499897,131.3869476,0.02
29094,5.656854153,46582,24228,71000,820.5226082,4109.858535,154.6101074,0.038
29358.5,5.656854153,47638,24496,72000,829.5054419,4272.652472,156.5799561,0.038
29683,10.48528123,48619,24795.5,73000,837.0340955,4395.120508,157.8172455,0.038
30135,7.656854153,49420,25167,74000,843.7778826,4438.333711,159.0739899,0.038
30568,7.656854153,50546.5,25509.5,75000,853.5234482,4527.914446,161.4226837,0.038
30989.5,7.656854153,51297.5,25860.5,76000,859.990283,4571.914446,163.3708496,0.038
31324.5,5.656854153,51789.5,26161,77000,863.8266935,4636.441357,163.7903748,0.038
31668.5,5.656854153,52559.5,26464,78000,870.1427455,4705.210909,165.4729156,0.038
32048,5.656854153,53451.5,26791,79000,879.0382497,4802.892148,167.4291992,0.038
3150,5.656854153,3546.5,2634,8000,218.0596715,489.4701242,37.57256317,0.038
32543,5.656854153,54448,27166,80000,886.7160209,4834.063721,168.6988068,0.038
3635.5,5.656854153,4081,3020,9000,233.3841748,496.0975409,40.11993027,0.038
284,5.656854153,401,265,1000,75.39496422,137.3380935,14.12613964,0.02
1278.5,7.656854153,1591,1248.5,10000,147.735208,238.0071403,25.30832481,0.003
1371.5,5.656854153,1696,1340.5,11000,152.3902948,250.9777027,26.21197891,0.003
1451.5,5.656854153,1802,1429.5,12000,156.2930219,286.0904006,26.77839279,0.003
1595.5,10.48528123,1906,1541,13000,159.9326752,279.5046141,27.29536057,0.003
1691,7.656854153,2001.5,1635.5,14000,164.445629,280.0904006,28.10240364,0.003
1765,5.656854153,2098.5,1713,15000,167.9765613,304.1320307,28.89317322,0.003
1857.5,5.656854153,2275.5,1807,16000,176.498938,319.3036036,30.49967003,0.003
1990,5.656854153,2452,1923.5,17000,183.2932765,333.8893901,31.72988319,0.003
2120.5,5.656854153,2569,2036.5,18000,185.9109561,332.7178172,31.72988319,0.003
2208.5,5.656854153,2680.5,2134.5,19000,189.8973813,347.2030984,32.53278351,0.003
391.5,5.656854153,503.5,365.5,2000,83.1519264,129.92388,15.06254292,0.003
2327,5.656854153,2742,2243,20000,192.3454156,318.4751766,33.11128616,0.003
2389.5,5.656854153,2841,2312.5,21000,196.4242588,349.3452338,33.59439468,0.003
2459.5,5.656854153,2966,2391.5,22000,201.3118116,380.1736609,34.41021347,0.003
2618,5.656854153,3083.5,2527,23000,205.0571543,357.2447286,35.00434494,0.003
2711.5,5.656854153,3201.5,2626,24000,209.502423,347.445739,36.13954926,0.003
2772.5,5.656854153,3369,2708.5,25000,213.4328156,361.6883796,36.67433929,0.003
2835.5,7.656854153,3535,2775.5,26000,219.1022825,397.6295046,37.86790466,0.003
2939.5,5.656854153,3687.5,2877.5,27000,223.9024293,417.9137753,38.58394623,0.003
3038,5.656854153,3764.5,2969,28000,225.2980707,411.8721452,38.75130081,0.003
3109.5,5.656854153,3868,3044.5,29000,228.5794061,430.2569212,39.84272766,0.003
543.5,9.071067691,648,506,3000,95.62870228,143.6812394,17.17163277,0.003
3255,5.656854153,3941,3151.5,30000,230.4367899,415.2863587,40.16319656,0.003
3328.5,5.656854153,4000.5,3234,31000,232.3716202,418.3574264,40.26718521,0.003
3427.5,5.656854153,4079,3328,32000,235.04469,415.8721452,40.53715515,0.003
3522,5.656854153,4220.5,3417,33000,239.9754907,433.4701242,41.90127945,0.003
3622.5,5.656854153,4444,3514,34000,245.9731525,466.0975409,43.282444,0.003
3814,5.656854153,4561,3649.5,35000,248.3592335,451.9137753,43.63144684,0.003
3861.5,5.656854153,4658,3728,36000,250.9485579,468.2985513,43.69214249,0.003
3998,5.656854153,4840,3840,37000,256.9100009,479.6122596,44.76511002,0.003
4082,5.656854153,4919,3931,38000,258.7389069,499.8965304,45.17684937,0.003
4236.5,5.656854153,5048.5,4063,39000,262.0501704,482.0975409,45.59109497,0.003
660,5.656854153,820.5,630,4000,108.2798778,158.9949477,19.46178246,0.003
4336,5.656854153,5185.5,4160.5,40000,265.6669501,479.5117544,46.38076782,0.003
4372,5.656854153,5339.5,4227,41000,268.1490993,503.754395,46.69805908,0.003
4519,5.656854153,5412,4348,42000,269.8604918,471.3279889,46.75622559,0.003
4564.5,5.656854153,5502,4408.5,43000,271.4432793,517.6538898,46.8351326,0.003
4639,5.656854153,5562.5,4502,44000,272.950478,516.0975409,47.13139343,0.003
4736,5.656854153,5681.5,4594.5,45000,275.8722115,519.1686085,47.55781174,0.003
4827,5.656854153,5767.5,4684.5,46000,279.3857663,563.2518688,48.18383026,0.003
4947.5,5.656854153,5946.5,4797.5,47000,282.4405563,557.2518688,48.64640427,0.003
5063,9.656854153,6086.5,4904.5,48000,284.1880677,568.5655771,48.69402695,0.003
5253.5,5.656854153,6207,5050,49000,287.2406156,553.8376553,49.03503799,0.003
738.5,7.656854153,919,720.5,5000,114.7790549,172.8944424,20.90000534,0.003
5274,5.656854153,6403,5112,50000,290.4225034,596.9503531,49.03503799,0.003
5448.5,13.89949477,6477,5248.5,51000,292.8932978,569.5950147,49.80249023,0.003
5557,12.48528123,6541,5356.5,52000,294.733586,557.2518688,50.36317825,0.003
5643,12.48528123,6598.5,5456.5,53000,295.9774321,541.9381605,50.42731476,0.003
5725,7.656854153,6724.5,5544,54000,298.9729121,553.8376553,50.78474808,0.003
5804.5,11.89949477,6873,5631.5,55000,302.7055979,572.7665876,51.24580765,0.003
5931.5,11.89949477,7054,5742,56000,307.3776989,583.4945095,51.71442413,0.003
6048,5.656854153,7104.5,5844,57000,308.4469326,565.1513636,52.06054306,0.003
6123,5.656854153,7228.5,5935.5,58000,311.63657,557.1097335,52.87877655,0.003
6178,5.656854153,7297,6006.5,59000,313.4481642,553.4528793,53.90263748,0.003
841,5.656854153,1113,819,6000,123.7569834,208.9360726,21.91709518,0.003
6268,5.656854153,7381,6101,60000,315.0169289,569.0092282,54.02152634,0.003
6337.5,5.656854153,7447,6183,61000,316.1819103,587.4945095,54.02152634,0.003
6387.5,5.656854153,7554,6245.5,62000,318.0110118,615.8792855,54.21443558,0.003
6485.5,7.656854153,7610,6332,63000,319.3527434,607.1513636,54.62091827,0.003
6588,7.656854153,7723,6429.5,64000,322.046838,600.4234418,55.25075912,0.003
6651,5.656854153,7906,6513,65000,326.473845,622.9503531,56.70462418,0.003
6739.5,5.656854153,7994.5,6601,66000,328.1842346,623.7787802,56.70462418,0.003
6826.5,5.656854153,8102.5,6685.5,67000,331.0085247,641.3351291,57.41307831,0.003
6919,5.656854153,8210.5,6776.5,68000,333.1513429,644.1635562,57.95716095,0.003
6995.5,5.656854153,8452,6857,69000,338.4806106,672.5483322,59.76139069,0.003
968,5.656854153,1255,936,7000,132.098105,225.078208,22.90394783,0.003
18993.5,5.656854153,28601.5,17039.5,70000,655.3800439,2529.499897,131.3869476,0.02
7192.5,5.656854153,8789,7049,71000,344.0174055,703.3767593,60.46703339,0.003
7302.5,5.656854153,8861,7155,72000,345.5279418,687.4356344,60.52926254,0.003
7388.5,5.656854153,8940,7244.5,73000,348.1271189,692.9919833,61.16300964,0.003
7541.5,5.656854153,9040.5,7371,74000,349.6236675,671.0924885,61.61635208,0.003
7617.5,5.656854153,9098.5,7453.5,75000,350.9890907,686.6488374,61.61635208,0.003
7708,5.656854153,9273,7540,76000,354.4031854,710.3473217,62.20895386,0.003
7808,5.656854153,9348,7632.5,77000,356.1328727,701.2762541,62.64823151,0.003
7892,5.656854153,9622,7716.5,78000,361.2544918,720.5899624,62.76951981,0.003
7990,5.656854153,9775.5,7805,79000,364.2009525,743.4600196,63.43807602,0.003
1108.5,5.656854153,1369,1058,8000,137.9931152,232.3919163,23.97907066,0.003
8094.5,5.656854153,9912.5,7902.5,80000,367.2706439,746.8742331,63.7807579,0.003
1190,5.656854153,1484,1146,9000,143.1542501,239.2203434,24.45906639,0.003
284,5.656854153,401,265,1000,75.39496422,137.3380935,14.12613964,0.02
3584,5.656854153,5832,3128,10000,288.6044981,837.200134,52.15010071,0.04
4060,5.656854153,6643,3493.5,11000,307.5809847,888.0701913,55.51628494,0.04
4487,5.656854153,7591.5,3849,12000,329.4224879,973.5676651,59.31435394,0.04
4834,5.656854153,8073.5,4166.5,13000,336.7704407,1022.236712,60.32142258,0.04
5142,5.656854153,8571,4459.5,14000,346.6448798,1073.207274,61.87011337,0.04
5406.5,5.656854153,9129.5,4717.5,15000,358.4692835,1152.118962,63.97334671,0.04
5681,5.656854153,9697.5,4974,16000,370.0166562,1249.758571,66.33263397,0.04
5941,5.656854153,10253,5238,17000,379.8135986,1321.498685,67.49866486,0.04
6257,5.656854153,11064,5533.5,18000,396.7541665,1425.623576,72.86107635,0.04
6678,11.07106769,11639.5,5879.5,19000,405.9823775,1470.393128,74.26483154,0.04
655.5,5.656854153,918,587.5,2000,112.8397551,228.1492757,19.86895561,0.04
6990.5,5.656854153,12376.5,6173,20000,416.2237207,1558.233747,75.94094849,0.04
7525.5,7.656854153,12987,6575.5,21000,429.0408558,1567.446951,79.90316772,0.04
8247.5,5.656854153,13740.5,7078.5,22000,438.9305511,1567.103805,80.98312378,0.04
8591,5.656854153,14471,7375,23000,450.3405895,1674.057122,82.391716,0.04
9088,9.071067691,15285.5,7764,24000,460.8524189,1711.998247,84.53559113,0.04
9566,5.656854153,16007,8145.5,25000,473.7238417,1762.324148,86.2960968,0.04
10074,5.656854153,16806.5,8524.5,26000,485.2953684,1837.721117,88.06967163,0.04
10508,5.656854153,17679.5,8881,27000,496.8562813,1883.963757,89.82852936,0.04
10793,7.656854153,18431,9175.5,28000,506.6591775,2017.05921,92.28363037,0.04
11170.5,5.656854153,18922,9503,29000,514.4238379,2100.556684,93.36229706,0.04
1015,9.071067691,1397.5,895.5,3000,138.4713572,321.8893901,24.3134346,0.04
11549,7.656854153,19676.5,9813,30000,525.2772428,2162.154663,96.20820618,0.04
11959,5.656854153,20326,10162,31000,533.3232534,2200.296798,97.67301941,0.04
12412.5,5.656854153,21252,10528,32000,542.4063457,2242.438934,98.35150909,0.04
12717,5.656854153,22170.5,10807.5,33000,552.7030258,2350.764835,99.37942505,0.04
12973,5.656854153,22886.5,11087,34000,561.194557,2465.517142,100.8675842,0.04
13479.5,5.656854153,23634.5,11471.5,35000,570.0085982,2489.073491,102.6865158,0.04
13745.5,5.656854153,24226,11730.5,36000,578.708241,2620.411584,104.6158829,0.04
14042,5.656854153,25018.5,12018,37000,587.8181033,2719.708048,105.9261551,0.04
14427.5,5.656854153,25778.5,12347,38000,596.6527529,2741.992318,107.9317703,0.04
14729.5,5.656854153,26417,12633,39000,603.9610386,2827.590297,108.5328598,0.04
1407,5.656854153,1909,1234,4000,160.2650001,361.7300098,27.35704994,0.04
15200,5.656854153,27026.5,13005,40000,610.7624325,2837.590297,110.220726,0.04
15500,5.656854153,27891.5,13297.5,41000,619.4392352,2924.117209,111.2986679,0.04
15950.5,5.656854153,28728.5,13662,42000,627.649694,2992.099964,113.3267822,0.04
16300,5.656854153,29721,13983,43000,638.0412382,3068.52637,114.792305,0.04
16655,5.656854153,30535,14288.5,44000,645.4702768,3167.964969,115.3615723,0.04
17145,5.656854153,31295.5,14674,45000,653.9965417,3172.692891,117.5055237,0.04
17534,5.656854153,32035.5,15012,46000,661.8925245,3256.918286,118.7870789,0.04
17912,5.656854153,32747,15335,47000,668.7886469,3299.545703,120.9594955,0.04
18203,5.656854153,33426,15629,48000,675.1748616,3383.771099,121.7728806,0.04
18912.5,5.656854153,33944,16115.5,49000,681.2476721,3356.901041,123.1915817,0.04
1721,5.656854153,2794,1517,5000,196.4312304,471.8132701,33.82699203,0.04
19246,5.656854153,34524.5,16418,50000,688.2315757,3441.226942,124.7366714,0.04
19554,5.656854153,35247,16718.5,51000,694.3556166,3507.552843,126.3458557,0.04
19975.5,5.656854153,35893,17054.5,52000,701.0278684,3584.606666,127.5952606,0.04
20315,5.656854153,36435.5,17357.5,53000,706.0439879,3669.861499,128.4378357,0.04
20646.5,5.656854153,37043,17665,54000,711.5125527,3740.045265,129.7037506,0.04
21463.5,7.656854153,37718.5,18216,55000,718.5835268,3692.932567,130.9831085,0.04
21795.5,5.656854153,38556.5,18517.5,56000,727.2731242,3757.944759,132.6872406,0.04
22102,5.656854153,39126.5,18819,57000,733.4840676,3812.128525,134.5132446,0.04
22425.5,7.656854153,39882,19105,58000,740.7894125,3928.839202,136.2638702,0.04
24226,7.656854153,40556.5,20139.5,59000,747.5739706,3798.714311,137.062912,0.04
2062,9.071067691,3351,1826.5,6000,219.6464162,585.2518688,38.97204208,0.04
24579.5,5.656854153,41116,20452,60000,754.2694821,3827.927515,138.5232849,0.04
25063,5.656854153,41736.5,20832.5,61000,760.0119115,3855.625999,139.2318573,0.04
25323.5,5.656854153,42398,21109.5,62000,765.9908431,3931.567124,140.4146729,0.04
25616,5.656854153,43069,21396.5,63000,772.4155914,4028.135665,142.1725311,0.04
26060.5,11.07106769,43612,21748.5,64000,779.6773273,4102.160051,143.9176178,0.04
26452.5,11.07106769,44244,22074,65000,783.6039852,4150.142806,144.6764679,0.04
26679,9.656854153,44867,22322,66000,791.5158393,4235.79966,145.7302399,0.04
27055,5.656854153,45683.5,22639.5,67000,796.5266999,4286.669717,146.7354126,0.04
27403.5,5.656854153,46426.5,22960,68000,802.6809474,4378.309326,148.1495209,0.04
27902.5,12.48528123,47109,23344,69000,808.8234283,4371.480899,150.615509,0.04
2428.5,7.656854153,3896.5,2145,7000,233.7088588,664.8914781,41.38659286,0.04
18993.5,5.656854153,28601.5,17039.5,70000,655.3800439,2529.499897,131.3869476,0.02
28490.5,5.656854153,48428.5,23906,71000,820.8461623,4514.877868,152.1332703,0.04
28789,5.656854153,49336.5,24186,72000,828.253071,4624.642367,153.8063965,0.04
29141,7.656854153,50233,24485.5,73000,836.5142515,4687.169279,155.578064,0.04
29454,5.656854153,50701.5,24780,74000,841.6202855,4768.725628,157.3317566,0.04
29755.5,5.656854153,51667.5,25054,75000,848.6779058,4880.406867,158.0519104,0.04
30062,5.656854153,52499,25345,76000,853.7777926,4992.916533,159.100708,0.04
30545.5,5.656854153,53326.5,25723.5,77000,861.5236406,5038.556143,160.2070007,0.04
31036,5.656854153,53907.5,26101.5,78000,867.2555789,5120.923674,162.2845764,0.04
31461,14.48528123,54608.5,26451.5,79000,873.2718844,5173.006934,163.3479004,0.04
2906.5,5.656854153,4536,2510,8000,250.8850592,699.5188947,44.34645844,0.04
31909.5,14.48528123,55718.5,26821.5,80000,881.026504,5208.178507,164.0869751,0.04
3298.5,5.656854153,5125,2844,9000,270.2107682,720.1463113,48.50254822,0.04
270,5.656854153,380,250,1000,72.2831434,124.8528123,12.61148834,0.022
3887,5.656854153,5708.5,3366,10000,284.7800657,859.6854153,50.16423798,0.042
4208,7.656854153,6301.5,3679,11000,301.2195172,938.3960922,53.58848572,0.042
4951,5.656854153,6814.5,4176.5,12000,314.52631,910.354462,56.95007706,0.042
5361,25.55634892,7470.5,4518.5,13000,329.9286854,967.2661494,59.8045578,0.042
5832.5,5.656854153,7945,4888,14000,342.8151569,996.6803629,63.3000412,0.042
6184,15.31370831,8696,5197.5,15000,356.3696125,1083.491545,65.77737427,0.042
6507.5,5.656854153,9392,5502,16000,368.1779478,1173.959581,67.55193329,0.042
6858.5,5.656854153,9824.5,5800,17000,375.9474577,1244.528123,68.62296295,0.042
7161,5.656854153,10409,6099,18000,386.8179983,1307.983967,70.71430969,0.042
7538.5,5.656854153,10827.5,6417.5,19000,394.436885,1375.824586,72.12845612,0.042
749,5.656854153,1051,650,2000,120.0716207,234.7350621,21.7831192,0.042
8162,5.656854153,11431.5,6863.5,20000,408.2151351,1368.167732,74.84159851,0.042
8452.5,5.656854153,12260,7156,21000,420.6134408,1470.292623,77.08771515,0.042
8799.5,10.48528123,12851.5,7461,22000,431.4604361,1538.032737,79.35058594,0.042
9317.5,5.656854153,13600.5,7859,23000,442.5894774,1591.630716,81.42797852,0.042
9643.5,9.071067691,14315.5,8165,24000,453.0741972,1631.08656,83.30226135,0.042
10060.5,5.656854153,14900.5,8503.5,25000,463.5157422,1684.584034,85.09122467,0.042
10451,5.656854153,15415.5,8836.5,26000,471.0822401,1702.383023,87.38574219,0.042
10754,5.656854153,16118,9121.5,27000,483.1559447,1781.637856,90.60914612,0.042
11042.5,5.656854153,16780.5,9392,28000,494.9214544,1881.963757,93.1210022,0.042
11700.5,5.656854153,17481,9843.5,29000,509.8514807,1848.750554,95.89196777,0.042
1176.5,5.656854153,1571,1006.5,3000,146.7304072,307.8893901,26.02600861,0.042
12102.5,5.656854153,18147.5,10179.5,30000,517.3396105,1903.034825,97.00009918,0.042
12644.5,5.656854153,18962.5,10582,31000,532.5067865,1947.21859,101.6084137,0.042
12973,5.656854153,19858,10889,32000,544.2209754,2036.473424,103.4635468,0.042
13459.5,5.656854153,20590,11251.5,33000,555.740761,2101.000335,106.2121506,0.042
13885.5,5.656854153,21414.5,11612.5,34000,565.3492739,2166.598314,107.6290894,0.042
14194,5.656854153,22004,11908.5,35000,571.4387774,2274.622699,109.276123,0.042
14636,5.656854153,22654.5,12275.5,36000,578.9602456,2311.593262,110.6911087,0.042
15113.5,7.656854153,23180.5,12645,37000,584.3560627,2301.978038,112.3221817,0.042
15451,5.656854153,23549,12943,38000,590.4771428,2368.9486,113.4042435,0.042
15799,5.656854153,24229,13248.5,39000,599.4855483,2466.67147,114.7225876,0.042
1571,5.656854153,2058.5,1357.5,4000,166.4072347,375.002088,28.50423241,0.042
16209,5.656854153,24859,13595,40000,608.1008364,2495.884673,116.5968704,0.042
16707,5.656854153,25523,13979,41000,618.5254791,2531.340517,118.7952805,0.042
17115.5,5.656854153,26231,14319.5,42000,627.923095,2605.725293,120.4802551,0.042
17470,5.656854153,26792.5,14638,43000,638.3992083,2681.364902,123.4875336,0.042
18065.5,9.071067691,27738.5,15074.5,44000,649.5944499,2695.406532,125.3645401,0.042
18435,5.656854153,28939.5,15389,45000,663.0345629,2788.702995,127.5902634,0.042
18699,5.656854153,29528,15671.5,46000,668.8453685,2866.744625,128.4134979,0.042
18983,5.656854153,30388,15951.5,47000,680.5446079,3019.597438,131.9172668,0.042
19499.5,5.656854153,31209.5,16341,48000,688.2386441,3078.467495,133.0085602,0.042
19834,7.656854153,31767,16655,49000,695.2260449,3128.893901,134.545639,0.042
1873,5.656854153,2674,1649.5,5000,192.8118898,505.1686085,34.03133392,0.042
20087,5.656854153,32343,16917.5,50000,703.3283449,3256.817781,136.0414581,0.042
20595.5,5.656854153,33461,17296.5,51000,713.8659619,3307.303062,138.2941742,0.042
20891.5,5.656854153,34092,17585,52000,721.2936268,3360.17312,139.4966125,0.042
21362,5.656854153,34901.5,17959.5,53000,727.7535471,3397.327448,139.9367065,0.042
21668,5.656854153,35796,18251,54000,735.514195,3487.452338,140.8688354,0.042
21978,5.656854153,36534,18541,55000,741.9309944,3583.677734,141.6731415,0.042
22395,5.656854153,37681,18884.5,56000,755.6921947,3634.547791,144.2568207,0.042
22727,5.656854153,38620.5,19175,57000,762.6458092,3731.501108,145.3657684,0.042
23044,5.656854153,39420.5,19474,58000,768.2044394,3817.785379,146.7789459,0.042
23400.5,5.656854153,39876.5,19796.5,59000,774.9256277,3847.057457,148.2638092,0.042
2316,5.656854153,3155.5,2007,6000,209.5234994,548.8670928,36.55493546,0.042
